Patente|Pedimento|SeccionAduanera|SecuenciaObservacion|Observaciones|TipoPedimento|FechaValidacionPagoR
1925|5700347|160|3|EN MATERIA DE COMERCIO EXTERIOR 1.9.18 EN VIGOR.-CONOCIMIENTO MARITIMO REVALIDADO-CARTA 3.1.8-FACTURA-LISTA DE|1|2025-11-24 13:15:00|
3471|5600779|160|14|DE CONFORMIDAD CON EL ARTICULO 54 DE LA LEY ADUANERA EN VIGOR, CON DOCUMENTOS E INFORMACION|1|2025-11-21 12:26:01|
3471|5600776|160|13|QUEDANDO SALDO PENDIENTE POR IMPORTAR CON LA CANTIDAD DE 974.46 USD.|1|2025-11-21 18:08:02|
1925|5700318|160|2|DE CONFORMIDAD CON EL ARTICULO 36 DE LA LEY ADUANERA EN VIGOR Y ASI COMO LO DISPUESTO EN LAS REGLAS DE CARACTER GENERAL|1|2025-11-28 11:24:02|
3471|5600903|160|6|EL CONTENEDOR: TXGU5613385 SE DESPACHA CON NUMERO DE SELLO: EMCWGW7644|1|2025-11-21 23:57:01|
3471|5600785|160|5|EL CONTENEDOR: EGHU9521390 SE DESPACHA CON NUMERO DE SELLO: EMCWHA0984|1|2025-11-19 19:35:02|
1925|5700338|160|7|DOCUMENTOS E INFORMACIONPROPORCIONADOS POR EL CLIENTE.|1|2025-11-22 10:50:02|
1925|5001422|160|8|SUBDIVISIONES, TENIENDO RELACIÓN CON LOSPEDIMENTOS 5001421,5001423,5001424,5001425,5001426,5001427,5001428 CON FECHA DE|1|2025-11-19 12:00:01|
1925|5700338|160|5|LA LEY ADUANERA VIGENTE, SE SUBDIVIDE EL CONOCIMIENTO DE EMBARQUE, SIENDO ESTA LA 13RA. OPERACION DE LA QUE SE IMPORTAN|1|2025-11-22 10:50:02|
3471|5600790|160|7|DE CONFORMIDAD CON EL ARTICULO 65 DEL REGLAMENTO DE LA LEY ADUANERA VIGENTE, SE SUBDIVIDE EL|1|2025-11-19 18:29:02|
3471|5600781|160|15|DE CONFORMIDAD CON EL ARTICULO 54 DE LA LEY ADUANERA EN VIGOR, CON DOCUMENTOS E INFORMACION|1|2025-11-19 19:29:03|
1925|5700328|160|5|LA LEY ADUANERA VIGENTE, SE SUBDIVIDE EL CONOCIMIENTO DE EMBARQUE, SIENDO ESTA LA 3RA. OPERACION DE LA QUE SE IMPORTAN 2|1|2025-11-20 12:26:03|
1925|5700310|160|1|SE PRESENTA COMPROBANTE DE VALOR ELECTRONICO CON LOS DATOS CONTENIDOS EN FACTURA COMERCIAL CUMPLIENDO CON LOS REQUISITOS|1|2025-11-28 11:13:02|
1925|5700365|160|6|DE LA QUE SE IMPORTAN 22 BULTOS, CON UN PESO DE 10,002.49 KG.OPERACION DE CONFORMIDAD CON EL ARTICULO 54 DE LA LEY|1|2025-11-21 13:40:02|
1925|5700346|160|4|CONTENEDOR: FCIU9783653 SE DESPACHA CON NUMERO DE SELLO: EMCWHA0464DE CONFORMIDAD CON EL ARTICULO 65 DEL REGLAMENTO DE|1|2025-11-24 13:12:02|
3471|5600777|160|5|-CARTA NOM|1|2025-11-21 12:26:02|
1925|5700344|160|6|1 BULTOS, CON UN PESO DE 14.94 KG.OPERACION DE CONFORMIDAD CON EL ARTICULO 54 DE LA LEY ADUANERA EN VIGOR, CON|1|2025-11-22 10:59:01|
1925|5700288|160|7|VIGOR, CON DOCUMENTOS E INFORMACIONPROPORCIONADOS POR EL CLIENTE.|1|2025-11-26 17:53:03|
3471|5600947|160|3|-FACTURA COMERCIAL|1|2025-11-28 20:17:01|
1925|5700331|160|2|DE CONFORMIDAD CON EL ARTICULO 36 DE LA LEY ADUANERA EN VIGOR Y ASI COMO LO DISPUESTO EN LAS REGLAS DE CARACTER GENERAL|1|2025-11-21 12:15:02|
3471|5600944|160|16|E 2025.|1|2025-11-27 19:08:01|
1925|5700343|160|3|EN MATERIA DE COMERCIO EXTERIOR 1.9.18 EN VIGOR.-CONOCIMIENTO MARITIMO REVALIDADO-CARTA 3.1.8-FACTURA-LISTA DE|1|2025-11-22 10:57:01|
3471|5600780|160|16|PROPORCIONADOS POR EL CLIENTE.|1|2025-11-19 19:29:03|
3471|5600779|160|1|DE CONFORMIDAD CON EL ARTICULO 36, 36-A, FRACCION I DE LA LEY ADUANERA EN VIGOR, SE ANEXAN:|1|2025-11-21 12:26:01|
3471|5600944|160|11|DE CONFORMIDAD CON EL ARTICULO 65 DEL REGLAMENTO DE LA LEY ADUANERA VIGENTE, SE SUBDIVIDE LA FACTURA COMERCIAL 25CFTT405|1|2025-11-27 19:08:01|
3471|5600765|160|5|EL CONTENEDOR: BSIU9968187 SE DESPACHA CON NUMERO DE SELLO: EMCWHA0634|1|2025-11-19 19:00:02|
1925|5700318|160|3|EN MATERIA DE COMERCIO EXTERIOR 1.9.18 EN VIGOR.-CONOCIMIENTO MARITIMO REVALIDADO-CARTA 3.1.8-FACTURA-LISTA DE|1|2025-11-28 11:24:02|
3471|5600779|160|7|DE CONFORMIDAD CON EL ARTICULO 65 DEL REGLAMENTO DE LA LEY ADUANERA VIGENTE, SE SUBDIVIDE EL|1|2025-11-21 12:26:01|
1925|5700345|160|6|DE LA QUE SE IMPORTAN 25 BULTOS, CON UN PESO DE 10,143.06 KG.OPERACION DE CONFORMIDAD CON EL ARTICULO 54 DE LA LEY|1|2025-11-22 10:59:02|
3471|5600950|160|13|DE CONFORMIDAD CON EL ARTICULO 65 DEL REGLAMENTO DE LA LEY ADUANERA VIGENTE, SE SUBDIVIDE LA FACTURA COMERCIAL 25CFTT405|1|2025-11-27 18:19:02|
3471|5600768|160|11|DE CONFORMIDAD CON EL ARTICULO 65 DEL REGLAMENTO DE LA LEY ADUANERA VIGENTE, SE SUBDIVIDE LA FACTURA|1|2025-11-19 16:47:03|
3471|5600951|160|15|952-8, SIENDO ESTA LA SEGUNDA OPERACION, LA PRESENTE OPERACION SE RELACIONA CON EL PEDIMENTO 25 16 3471 5600951 DE LA QU|1|2025-11-27 17:47:14|
1925|5700332|160|3|EN MATERIA DE COMERCIO EXTERIOR 1.9.18 EN VIGOR.-CONOCIMIENTO MARITIMO REVALIDADO-CARTA 3.1.8-FACTURA-LISTA DE EMPAQUEEL|1|2025-11-21 12:20:01|
1925|5700298|160|3|EN MATERIA DE COMERCIO EXTERIOR 1.9.18 EN VIGOR.-CONOCIMIENTO MARITIMO REVALIDADO-CARTA 3.1.8-FACTURA-LISTA DE EMPAQUEEL|1|2025-11-27 10:17:00|
3471|5600765|160|12|OPERACION DE CONFORMIDAD CON EL ARTICULO 54 DE LA LEY ADUANERA EN VIGOR, CON DOCUMENTOS E INFORMACION|1|2025-11-19 19:00:02|
3471|5600790|160|5|EL CONTENEDOR: TIIU4627694 SE DESPACHA CON NUMERO DE SELLO: EMCWHA0954|1|2025-11-19 18:29:02|
3471|5600951|160|19|E SE IMPORTA  UN VALOR DE 315.20 USD.|1|2025-11-27 17:47:14|
1925|5700296|160|2|DE CONFORMIDAD CON EL ARTICULO 36 DE LA LEY ADUANERA EN VIGOR Y ASI COMO LO DISPUESTO EN LAS REGLAS DE CARACTER GENERAL|1|2025-11-26 18:05:02|
1925|5100858|160|5|INFORMACIONPROPORCIONADOS POR EL CLIENTE.LOS CONTENEDORES: TGBU6964150 - TCNU2080320 SE DESPACHAN CON NUMEROS DE SELLOS:|1|2025-11-19 11:48:01|
1925|5700371|160|5|65 DEL REGLAMENTO DE LA LEY ADUANERA VIGENTE, SE SUBDIVIDE EL CONOCIMIENTO DE EMBARQUE, SIENDO ESTA LA 20MA. OPERACION|1|2025-11-21 18:43:02|
3471|5600732|160|8|PESO DE 876.00 KG.|1|2025-11-20 16:20:02|
3471|5600768|160|6|EL CONTENEDOR: EITU1780857 SE DESPACHA CON NUMERO DE SELLO: EMCWHA0644|1|2025-11-19 16:47:03|
3471|5600894|160|1|DE CONFORMIDAD CON EL ARTICULO 36, 36-A, FRACCION I DE LA LEY ADUANERA EN VIGOR, SE ANEXAN:|1|2025-11-21 23:57:03|
1925|5001423|160|7|EMBARQUE EGLV143574065785 SE SUBDIVIDE DE CONFORMIDAD CON EL ART.65 DEL REGLAMENTO DELA LEY ADUANERA, SIENDO ESTA LA|1|2025-11-19 12:01:02|
1925|5700352|160|5|LA LEY ADUANERA VIGENTE, SE SUBDIVIDE EL CONOCIMIENTO DE EMBARQUE, SIENDO ESTA LA 1RA. OPERACION DE LA QUE SE IMPORTAN 1|1|2025-11-20 11:38:05|
3471|5600950|160|7|EL CONTENEDOR: EMCU8391906 SE DESPACHA CON NUMERO DE SELLO: EMCWGZ9664|1|2025-11-27 18:19:02|
3471|5600766|160|12|COMERCIAL, SIENDO ESTA LA PRIMERA OPERACION DE LA QUE SE IMPORTA UN VALOR DE 97,702.64 USD.|1|2025-11-19 18:35:03|
3043|5603482|520|1|DESTINATARIO CFMOTO POWERSPORTS INC|1|2025-11-20 18:42:00|
1925|5700287|160|4|EMPAQUE-IMMEX-PROSECEL CONTENEDOR: EGSU9393420 SE DESPACHA CON NUMERO DE SELLO: EMCWGW8924DE CONFORMIDAD CON EL ARTICULO|1|2025-11-26 17:43:03|
3471|5600782|160|2|-CONOCIMIENTO DE EMBARQUE|1|2025-11-19 15:41:01|
3043|5003622|523|1|OPERACION DE CONFORMIDAD CON LA REGLA 4.3.20 DE LAS REGLAS DE COMERCIO EXTERIOR|1|2025-11-26 14:38:02|
1925|5700354|160|2|DE CONFORMIDAD CON EL ARTICULO 36 DE LA LEY ADUANERA EN VIGOR Y ASI COMO LO DISPUESTO EN LAS REGLAS DE CARACTER GENERAL|1|2025-11-20 11:40:02|
3471|5600780|160|7|DE CONFORMIDAD CON EL ARTICULO 65 DEL REGLAMENTO DE LA LEY ADUANERA VIGENTE, SE SUBDIVIDE EL|1|2025-11-19 19:29:03|
1925|5100858|160|2|DE CONFORMIDAD CON EL ARTICULO 36, 36-A DE LA LEY ADUANERA EN VIGOR Y ASI COMO LO DISPUESTO EN LAS REGLAS DE CARACTER|1|2025-11-19 11:48:01|
1925|5700361|160|2|DE CONFORMIDAD CON EL ARTICULO 36 DE LA LEY ADUANERA EN VIGOR Y ASI COMO LO DISPUESTO EN LAS REGLAS DE CARACTER GENERAL|1|2025-11-21 13:26:01|
3471|5600794|160|5|EL CONTENEDOR: PCIU9012018 SE DESPACHA CON NUMERO DE SELLO: CX0514080|1|2025-11-14 15:50:01|
1925|5700352|160|6|BULTOS, CON UN PESO DE 1,464.5 KG.OPERACION DE CONFORMIDAD CON EL ARTICULO 54 DE LA LEY ADUANERA EN VIGOR, CON|1|2025-11-20 11:38:05|
3471|5600746|160|5|EL CONTENEDOR: EGHU9661489 SE DESPACHA CON NUMERO DE SELLO: EMCWAT0184|1|2025-11-20 21:45:01|
3043|5603480|523|4|RETORNO DE IMPORTACION TEMPORAL CON EL PROGRAMA IMMEX NO. 482023 CONFORME ART. 108 DE LA LEY ADUANERA|1|2025-11-24 21:03:01|
1925|5700316|160|4|EMPAQUE-IMMEX-PROSECEL CONTENEDOR: TGBU9964493 SE DESPACHA CON NUMERO DE SELLO: EMCWHA2274DE CONFORMIDAD CON EL ARTICULO|1|2025-11-28 11:26:01|
1925|5700371|160|1|SE PRESENTA COMPROBANTE DE VALOR ELECTRONICO CON LOS DATOS CONTENIDOS EN FACTURA COMERCIAL CUMPLIENDO CON LOS REQUISITOS|1|2025-11-21 18:43:02|
3471|5600735|160|6|CONOCIMIENTO DE EMBARQUE, SIENDO ESTA LA CUARTA OPERACION DE LA QUE SE IMPORTAN 1 BULTOS, CON UN|1|2025-11-20 16:20:03|
3471|5600780|160|15|DE CONFORMIDAD CON EL ARTICULO 54 DE LA LEY ADUANERA EN VIGOR, CON DOCUMENTOS E INFORMACION|1|2025-11-19 19:29:03|
3471|5600770|160|10|5.|1|2025-11-19 18:29:05|
1925|5001426|160|8|SUBDIVISIONES, TENIENDO RELACIÓN CON LOSPEDIMENTOS 5001421,5001422,5001423,5001424,5001425,5001427,5001428 CON FECHA DE|1|2025-11-19 12:00:02|
1925|5700276|160|5|LA LEY ADUANERA VIGENTE, SE SUBDIVIDE EL CONOCIMIENTO DE EMBARQUE, SIENDO ESTA LA 7MA. OPERACION DE LA QUE SE IMPORTAN 6|1|2025-11-19 09:52:01|
1925|5700272|160|2|DE CONFORMIDAD CON EL ARTICULO 36 DE LA LEY ADUANERA EN VIGOR Y ASI COMO LO DISPUESTO EN LAS REGLAS DE CARACTER GENERAL|1|2025-11-19 09:43:01|
3471|5600776|160|6|EL CONTENEDOR: EGSU1342529 SE DESPACHA CON NUMERO DE SELLO: EMCWHB5954|1|2025-11-21 18:08:02|
3471|5600973|160|17|CONTRIBUCIONES     PED. ORIGINAL     RECTIFICACION     DIFERENCIAS|2|2025-11-25 09:41:01|
1925|5700314|160|3|EN MATERIA DE COMERCIO EXTERIOR 1.9.18 EN VIGOR.-CONOCIMIENTO MARITIMO REVALIDADO-CARTA 3.1.8-FACTURA-LISTA DE|1|2025-11-28 11:33:03|
1925|5700301|160|2|DE CONFORMIDAD CON EL ARTICULO 36 DE LA LEY ADUANERA EN VIGOR Y ASI COMO LO DISPUESTO EN LAS REGLAS DE CARACTER GENERAL|1|2025-11-28 10:52:03|
1925|5700351|160|2|DE CONFORMIDAD CON EL ARTICULO 36 DE LA LEY ADUANERA EN VIGOR Y ASI COMO LO DISPUESTO EN LAS REGLAS DE CARACTER GENERAL|1|2025-11-28 14:22:01|
1925|5700338|160|6|3 BULTOS, CON UN PESO DE 238.73 KG.OPERACION DE CONFORMIDAD CON EL ARTICULO 54 DE LA LEY ADUANERA EN VIGOR, CON|1|2025-11-22 10:50:02|
3471|5600768|160|9|PESO DE 22,634.00  KG, LA PRESENTE OPERACION SE RELACIONA CON LOS PEDIMENTOS 25 16 3471 5600764,25 16|1|2025-11-19 16:47:03|
3471|5600788|160|9|PESO DE 1468.05 KG, LA PRESENTE OPERACION SE RELACIONA CON LOS PEDIMENTOS 25 16 3471 5600785,25 16 3471 5600786, 25 16 3|1|2025-11-20 10:54:04|
1925|5700368|160|1|SE PRESENTA COMPROBANTE DE VALOR ELECTRONICO CON LOS DATOS CONTENIDOS EN FACTURA COMERCIAL CUMPLIENDO CON LOS REQUISITOS|1|2025-11-21 18:47:04|
1925|5700316|160|1|SE PRESENTA COMPROBANTE DE VALOR ELECTRONICO CON LOS DATOS CONTENIDOS EN FACTURA COMERCIAL CUMPLIENDO CON LOS REQUISITOS|1|2025-11-28 11:26:01|
1925|5700330|160|5|LA LEY ADUANERA VIGENTE, SE SUBDIVIDE EL CONOCIMIENTO DE EMBARQUE, SIENDO ESTA LA 5TA. OPERACION DE LA QUE SE IMPORTAN 1|1|2025-11-21 12:14:01|
3471|5600945|160|12|DE CONFORMIDAD CON EL ARTICULO 65 DEL REGLAMENTO DE LA LEY ADUANERA VIGENTE, SE SUBDIVIDE LA FACTURA COMERCIAL 25CFTT405|1|2025-11-27 18:24:02|
1925|5100855|160|2|DE CONFORMIDAD CON EL ARTICULO 36, 36-A DE LA LEY ADUANERA EN VIGOR Y ASI COMO LO DISPUESTO EN LAS REGLAS DE CARACTER|1|2025-11-19 11:25:05|
3471|5600821|160|4|-LISTA DE EMPAQUE|1|2025-11-20 10:14:05|
3471|5600769|160|7|EL CONTENEDOR: EITU1780857 SE DESPACHA CON NUMERO DE SELLO: EMCWHA0644|1|2025-11-19 16:47:04|
1925|5001424|160|9|PAGO DEL XX/XX/2025|1|2025-11-19 12:00:02|
3471|5600739|160|6|DE CONFORMIDAD CON EL ARTICULO 65 DEL REGLAMENTO DE LA LEY ADUANERA VIGENTE, SE SUBDIVIDE EL|1|2025-11-20 18:29:03|
3471|5600946|160|11|STA LA SEXTA OPERACION DE LA QUE SE IMPORTA UN VALOR DE 170,812.48 USD,25 16 3471 5600942, 25 16 3471 5600943, 25 16 347|1|2025-11-28 20:35:00|
3471|5600739|160|5|EL CONTENEDOR: WHSU5043470 SE DESPACHA CON NUMERO DE SELLO: WHAC429405|1|2025-11-20 18:29:03|
3471|5600951|160|4|-LISTA DE EMPAQUE.|1|2025-11-27 17:47:14|
3471|5600786|160|3|-FACTURA COMERCIAL|1|2025-11-19 19:35:01|
1925|5700287|160|1|SE PRESENTA COMPROBANTE DE VALOR ELECTRONICO CON LOS DATOS CONTENIDOS EN FACTURA COMERCIAL CUMPLIENDO CON LOS REQUISITOS|1|2025-11-26 17:43:03|
3471|5600740|160|7|EL CONTENEDOR: CAAU7992057 SE DESPACHA CON NUMERO DE SELLO: WHAC429329|1|2025-11-20 18:28:04|
1925|5700292|160|5|LA LEY ADUANERA VIGENTE, SE SUBDIVIDE EL CONOCIMIENTO DE EMBARQUE, SIENDO ESTA LA 5TA. OPERACION DE LA QUE SE IMPORTAN 2|1|2025-11-27 10:15:01|
3471|5600902|160|1|DE CONFORMIDAD CON EL ARTICULO 36, 36-A, FRACCION I DE LA LEY ADUANERA EN VIGOR, SE ANEXAN:|1|2025-11-21 23:57:01|
1925|5700283|160|4|EMPAQUE-IMMEX-PROSECEL CONTENEDOR: TXGU6695449 SE DESPACHA CON NUMERO DE SELLO: EMCWHB5034.DE CONFORMIDAD CON EL|1|2025-11-19 10:05:03|
3471|5600893|160|12|COMERCIAL, SIENDO ESTA LA TERCERA OPERACION DE LA QUE SE IMPORTA UN VALOR DE 75,895.47 USD, LA PRESENTE OPERACION SE REL|1|2025-11-21 23:57:02|
3471|5600735|160|4|EL CONTENEDOR: CAAU8021117 SE DESPACHA CON NUMERO DE SELLO: WHAC430714|1|2025-11-20 16:20:03|
1925|5700289|160|1|SE PRESENTA COMPROBANTE DE VALOR ELECTRONICO CON LOS DATOS CONTENIDOS EN FACTURA COMERCIAL CUMPLIENDO CON LOS REQUISITOS|1|2025-11-26 17:57:07|
1925|5700343|160|2|DE CONFORMIDAD CON EL ARTICULO 36 DE LA LEY ADUANERA EN VIGOR Y ASI COMO LO DISPUESTO EN LAS REGLAS DE CARACTER GENERAL|1|2025-11-22 10:57:01|
3471|5600791|160|5|EL CONTENEDOR: TLLU4297697 SE DESPACHA CON NUMERO DE SELLO: EMCWHA0914|1|2025-11-19 18:35:03|
3471|5000891|160|9|DE CONFORMIDAD CON EL ARTICULO 65 DEL REGLAMENTO DE LA LEY ADUANERA VIGENTE, SE SUBDIVIDE LA FACTURA|1|2025-11-21 23:58:01|
3471|5600788|160|15|PROPORCIONADOS POR EL CLIENTE.|1|2025-11-20 10:54:04|
3043|5603392|523|1|DESTINATARIO CFMOTO POWERSPORTS INC|1|2025-11-18 18:43:01|
3471|5600953|160|1|DE CONFORMIDAD CON EL ARTICULO 36, 36-A, FRACCION I DE LA LEY ADUANERA EN VIGOR, SE ANEXAN:|1|2025-11-27 17:41:04|
3471|5600782|160|12|DE CONFORMIDAD CON EL ARTICULO 65 DEL REGLAMENTO DE LA LEY ADUANERA VIGENTE, SE SUBDIVIDE LA FACTURA|1|2025-11-19 15:41:01|
1925|5001426|160|7|SUBDIVIDE DE CONFORMIDAD CON EL ART.65 DEL REGLAMENTO DELA LEY ADUANERA, SIENDO ESTA LA 6TA. SUBDIVISION DE 8|1|2025-11-19 12:00:02|
3471|5600791|160|12|COMERCIAL, SIENDO ESTA LA PRIMERA OPERACION DE LA QUE SE IMPORTA UN VALOR DE 77102.47 USD.|1|2025-11-19 18:35:03|
3471|5600945|160|5|EL CONTENEDOR: EGHU9299750 SE DESPACHA CON NUMERO DE SELLO: EMCWGZ9504|1|2025-11-27 18:24:02|
3471|5600783|160|5|EL CONTENEDOR: TIIU5612370 SE DESPACHA CON NUMERO DE SELLO: EMCWHB5984|1|2025-11-19 15:08:00|
3471|5600783|160|16|DE CONFORMIDAD CON EL ARTICULO 54 DE LA LEY ADUANERA EN VIGOR, CON DOCUMENTOS E INFORMACION|1|2025-11-19 15:08:00|
3471|5600766|160|11|DE CONFORMIDAD CON EL ARTICULO 65 DEL REGLAMENTO DE LA LEY ADUANERA VIGENTE, SE SUBDIVIDE LA FACTURA|1|2025-11-19 18:35:03|
1925|5700329|160|1|SE PRESENTA COMPROBANTE DE VALOR ELECTRONICO CON LOS DATOS CONTENIDOS EN FACTURA COMERCIAL CUMPLIENDO CON LOS REQUISITOS|1|2025-11-20 12:28:02|
1925|5001426|160|9|PAGO DEL XX/XX/2025|1|2025-11-19 12:00:02|
3471|5600746|160|4|-LISTA DE EMPAQUE|1|2025-11-20 21:45:01|
3471|5600950|160|5|-REGLA OCTAVA.|1|2025-11-27 18:19:02|
1925|5700303|160|4|CONTENEDOR: EGSU1257772 SE DESPACHA CON NUMERO DE SELLO: EMCWGZ9614DE CONFORMIDAD CON EL ARTICULO 65 DEL REGLAMENTO DE|1|2025-11-28 10:59:01|
1925|5700350|160|6|DE LA QUE SE IMPORTAN 30 BULTOS, CON UN PESO DE 12,462 KG.OPERACION DE CONFORMIDAD CON EL ARTICULO 54 DE LA LEY ADUANERA|1|2025-11-24 13:18:02|
1925|5700293|160|7|EN VIGOR, CON DOCUMENTOS E INFORMACIONPROPORCIONADOS POR EL CLIENTE.|1|2025-11-27 10:15:02|
3471|5600766|160|5|EL CONTENEDOR: EGHU9117829 SE DESPACHA CON NUMERO DE SELLO: EMCWHA0674|1|2025-11-19 18:35:03|
1925|5700273|160|3|EN MATERIA DE COMERCIO EXTERIOR 1.9.18 EN VIGOR.-CONOCIMIENTO MARITIMO REVALIDADO-CARTA 3.1.8-FACTURA-LISTA DE|1|2025-11-19 09:44:04|
1925|5700361|160|1|SE PRESENTA COMPROBANTE DE VALOR ELECTRONICO CON LOS DATOS CONTENIDOS EN FACTURA COMERCIAL CUMPLIENDO CON LOS REQUISITOS|1|2025-11-21 13:26:01|
1925|5700289|160|5|ARTICULO 65 DEL REGLAMENTO DE LA LEY ADUANERA VIGENTE, SE SUBDIVIDE EL CONOCIMIENTO DE EMBARQUE, SIENDO ESTA LA 4TA.|1|2025-11-26 17:57:07|
3471|5600735|160|7|PESO DE 1,493.00 KG.|1|2025-11-20 16:20:03|
1925|5700340|160|7|DOCUMENTOS E INFORMACIONPROPORCIONADOS POR EL CLIENTE.|1|2025-11-22 10:52:02|
1925|5700305|160|3|EN MATERIA DE COMERCIO EXTERIOR 1.9.18 EN VIGOR.-CONOCIMIENTO MARITIMO REVALIDADO-CARTA 3.1.8-FACTURA-LISTA DE EMPAQUEEL|1|2025-11-28 11:04:02|
1925|5700368|160|7|DOCUMENTOS E INFORMACIONPROPORCIONADOS POR EL CLIENTE.|1|2025-11-21 18:47:04|
3471|5600788|160|7|DE CONFORMIDAD CON EL ARTICULO 65 DEL REGLAMENTO DE LA LEY ADUANERA VIGENTE, SE SUBDIVIDE EL|1|2025-11-20 10:54:04|
1925|5700316|160|7|EN VIGOR, CON DOCUMENTOS E INFORMACIONPROPORCIONADOS POR EL CLIENTE.|1|2025-11-28 11:26:01|
1925|5700345|160|3|EN MATERIA DE COMERCIO EXTERIOR 1.9.18 EN VIGOR.-CONOCIMIENTO MARITIMO REVALIDADO-CARTA 3.1.8-FACTURA-LISTA DE|1|2025-11-22 10:59:02|
3471|5600778|160|10|5600780,25 16 3471 5600781,25 16 3471 5600782,25 16 3471 5600783 CON FECHA DE PAGO 18 DE NOVIEMBRE DEL 2025|1|2025-11-21 18:31:03|
3471|5600736|160|9|EL CONTENEDOR: WHSU6697250 SE DESPACHA CON NUMERO DE SELLO: WHAC429326|1|2025-11-20 16:19:03|
1925|5700346|160|5|LA LEY ADUANERA VIGENTE, SE SUBDIVIDE EL CONOCIMIENTO DE EMBARQUE, SIENDO ESTA LA 21RA. OPERACION DE LA QUE SE IMPORTAN|1|2025-11-24 13:12:02|
3471|5600787|160|3|-FACTURA COMERCIAL|1|2025-11-20 10:54:04|
1925|5700339|160|2|DE CONFORMIDAD CON EL ARTICULO 36 DE LA LEY ADUANERA EN VIGOR Y ASI COMO LO DISPUESTO EN LAS REGLAS DE CARACTER GENERAL|1|2025-11-22 10:51:00|
3471|5600947|160|11|STA LA SEGUNDA OPERACION DE LA QUE SE IMPORTA UN VALOR DE 1,489.46 USD,25 16 3471 5600942, 25 16 3471 5600943, 25 16 347|1|2025-11-28 20:17:01|
3471|5600943|160|7|DE CONFORMIDAD CON EL ARTICULO 65 DEL REGLAMENTO DE LA LEY ADUANERA VIGENTE, SE SUBDIVIDE EL|1|2025-11-27 18:24:03|
3471|5600786|160|14|PROPORCIONADOS POR EL CLIENTE.|1|2025-11-19 19:35:01|
3471|5600895|160|17|1     DTA          445          0    445          0    428|2|2025-11-15 11:53:02|
1925|5700337|160|4|EMPAQUE-PROSEC-IMMEXEL CONTENEDOR: EISU8361247 SE DESPACHA CON NUMERO DE SELLO: EMCWHA0454DE CONFORMIDAD CON EL ARTICULO|1|2025-11-21 12:23:01|
1925|5700273|160|1|SE PRESENTA COMPROBANTE DE VALOR ELECTRONICO CON LOS DATOS CONTENIDOS EN FACTURA COMERCIAL CUMPLIENDO CON LOS REQUISITOS|1|2025-11-19 09:44:04|
1925|5100857|160|2|DE CONFORMIDAD CON EL ARTICULO 36, 36-A DE LA LEY ADUANERA EN VIGOR Y ASI COMO LO DISPUESTO EN LAS REGLAS DE CARACTER|1|2025-11-19 11:27:02|
3471|5000891|160|10|COMERCIAL, SIENDO ESTA LA PRIMERA OPERACION DE LA QUE SE IMPORTA UN VALOR DE 120,393.86 USD, QUEDANDO SALDO PENDIENTE PO|1|2025-11-21 23:58:01|
1925|5700358|160|5|LA LEY ADUANERA VIGENTE, SE SUBDIVIDE EL CONOCIMIENTO DE EMBARQUE, SIENDO ESTA LA 7MA. OPERACION DE LA QUE SE IMPORTAN 2|1|2025-11-21 11:53:01|
3471|5600782|160|5|EL CONTENEDOR: TIIU5612370 SE DESPACHA CON NUMERO DE SELLO: EMCWHB5984|1|2025-11-19 15:41:01|
3471|5600973|160|22|6     IGI/IGE      0            0    0            0              0|2|2025-11-25 09:41:01|
3471|5600765|160|2|-CONOCIMIENTO DE EMBARQUE|1|2025-11-19 19:00:02|
3471|5600735|160|9|PROPORCIONADOS POR EL CLIENTE.|1|2025-11-20 16:20:03|
3471|5600734|160|7|PESO DE 624.20 KG.|1|2025-11-20 21:45:00|
1925|5700283|160|6|OPERACION DE LA QUE SE IMPORTAN 14 BULTOS, CON UN PESO DE 13,074.11 KG.OPERACION DE CONFORMIDAD CON EL ARTICULO 54 DE LA|1|2025-11-19 10:05:03|
1925|5001422|160|6|OPERACION DE LA QUE SE IMPORTAN 4 BULTOS, CON UN PESO DE 3,200.00 KGSEL CONOCIMIENTO DE EMBARQUE EGLV143574065785 SE|1|2025-11-19 12:00:01|
3471|5600754|160|7|CONOCIMIENTO DE EMBARQUE, SIENDO ESTA LA CUARTA Y ULTIMA OPERACION DE LA QUE SE IMPORTAN 1 BULTOS,|1|2025-11-19 15:03:05|
3471|5600740|160|5|EL CONTENEDOR: WHSU6198836 SE DESPACHA CON NUMERO DE SELLO: WHAC423310|1|2025-11-20 18:28:04|
1925|5700344|160|1|SE PRESENTA COMPROBANTE DE VALOR ELECTRONICO CON LOS DATOS CONTENIDOS EN FACTURA COMERCIAL CUMPLIENDO CON LOS REQUISITOS|1|2025-11-22 10:59:01|
3471|5600777|160|11|DE CONFORMIDAD CON EL ARTICULO 65 DEL REGLAMENTO DE LA LEY ADUANERA VIGENTE, SE SUBDIVIDE LA FACTURA|1|2025-11-21 12:26:02|
3471|5600766|160|13|OPERACION DE CONFORMIDAD CON EL ARTICULO 54 DE LA LEY ADUANERA EN VIGOR, CON DOCUMENTOS E INFORMACION|1|2025-11-19 18:35:03|
3471|5600951|160|9|UN PESO DE 2,580.00 KG.|1|2025-11-27 17:47:14|
