Patente|Pedimento|SeccionAduanera|TipoFecha|FechaOperacion|FechaValidacionPagoR
3471|6400088|160|2|2026-01-08|2026-01-08 15:45:02|
1647|6006708|240|1|2026-01-30|2026-01-30 21:12:02|
3471|6400022|160|2|2026-01-02|2026-01-02 11:46:02|
1925|6610024|160|1|2026-01-12|2026-01-22 11:29:02|
3178|6000239|160|1|2026-01-06|2026-01-17 12:44:03|
3043|6600119|520|2|2026-01-19|2026-01-19 18:46:03|
1614|6000081|160|2|2026-01-20|2026-01-20 11:17:06|
1925|6100032|160|2|2026-01-24|2026-01-24 12:13:01|
3178|6000231|160|1|2026-01-06|2026-01-15 20:38:01|
1614|6000517|160|2|2026-01-28|2026-01-28 13:35:03|
3471|6400011|160|1|2026-01-06|2026-01-08 11:16:03|
3471|6400064|160|1|2026-01-06|2026-01-08 18:20:10|
3471|6400086|160|2|2026-01-08|2026-01-08 17:14:04|
1614|6001099|160|2|2026-01-28|2026-01-28 16:34:05|
3043|6000076|523|1|2026-01-06|2026-01-08 14:19:02|
1925|6700025|160|1|2025-12-15|2026-01-13 10:52:07|
3471|6400239|160|2|2026-01-22|2026-01-22 09:57:02|
3178|6000909|160|2|2026-01-23|2026-01-23 18:25:01|
3471|6400079|160|1|2026-01-06|2026-01-08 16:17:05|
1925|6100104|160|1|2026-01-12|2026-01-22 18:56:01|
3471|6400174|160|1|2026-01-14|2026-01-16 10:44:03|
3471|6400047|160|2|2026-01-07|2026-01-07 16:06:03|
3178|6000910|160|2|2026-01-23|2026-01-23 18:25:03|
3471|6400254|160|2|2026-01-22|2026-01-22 17:27:05|
3471|6400181|160|1|2026-01-14|2026-01-16 10:11:03|
3471|6400181|160|2|2026-01-16|2026-01-16 10:11:03|
3178|6000150|160|2|2026-01-08|2026-01-08 17:37:04|
3471|6400005|160|1|2026-01-06|2026-01-08 11:02:03|
1925|6100041|160|1|2026-01-16|2026-01-24 12:36:03|
3471|6400214|160|1|2026-01-16|2026-01-20 16:17:03|
3043|6600118|520|2|2026-01-19|2026-01-19 18:30:04|
1925|6100036|160|2|2026-01-24|2026-01-24 12:28:02|
3178|6000236|160|1|2026-01-06|2026-01-16 19:17:03|
3471|6400063|160|2|2026-01-08|2026-01-08 18:20:10|
3471|6400105|160|2|2026-01-05|2026-01-05 14:54:04|
3471|6400275|160|2|2026-01-28|2026-01-28 13:23:02|
3471|6400238|160|2|2026-01-22|2026-01-22 09:57:03|
3178|6000239|160|2|2026-01-17|2026-01-17 12:44:03|
3471|6400074|160|2|2026-01-08|2026-01-08 11:02:04|
1614|6000081|160|1|2026-01-16|2026-01-20 11:17:06|
3471|6400120|160|1|2025-12-29|2026-01-05 12:21:05|
3043|6000066|523|2|2026-01-14|2026-01-14 11:19:02|
3471|6400015|160|2|2026-01-09|2026-01-09 18:05:07|
1614|6000075|160|1|2026-01-16|2026-01-20 11:17:02|
3577|6300060|521|2|2026-01-23|2026-01-23 16:53:01|
3471|6400059|160|1|2026-01-06|2026-01-08 15:17:02|
1614|6000094|160|1|2026-01-16|2026-01-19 17:38:08|
3471|6400100|160|2|2026-01-15|2026-01-15 09:26:01|
1925|6100109|160|2|2026-01-22|2026-01-22 19:03:01|
3897|6600731|240|1|2026-01-23|2026-01-23 09:20:03|
3178|6000151|160|1|2025-12-29|2026-01-08 16:05:02|
3471|6400066|160|2|2026-01-08|2026-01-08 17:14:05|
3153|6001838|240|1|2026-01-14|2026-01-14 14:09:04|
3471|6400078|160|1|2026-01-06|2026-01-08 16:17:04|
3471|6400021|160|2|2026-01-02|2026-01-02 11:46:03|
1925|6000050|160|2|2026-01-22|2026-01-22 14:05:04|
3471|6400022|160|1|2025-12-29|2026-01-02 11:46:02|
1925|6000028|160|2|2026-01-22|2026-01-22 14:00:05|
3471|6400070|160|1|2026-01-06|2026-01-09 09:46:02|
1925|6100033|160|1|2026-01-16|2026-01-24 12:24:02|
3471|6400242|160|1|2026-01-20|2026-01-22 15:02:02|
3471|6400025|160|2|2026-01-02|2026-01-02 17:50:08|
1614|6001100|160|1|2026-01-21|2026-01-28 16:48:06|
3178|6000154|160|1|2025-12-29|2026-01-09 12:32:04|
1614|6000508|160|1|2026-01-21|2026-01-28 13:34:05|
3577|6300086|521|1|2026-01-14|2026-01-19 18:47:00|
3471|6400097|160|1|2026-01-12|2026-01-15 09:00:02|
1925|6100106|160|2|2026-01-22|2026-01-22 18:58:04|
3471|6400240|160|2|2026-01-26|2026-01-26 09:17:02|
3471|6400167|160|2|2026-01-07|2026-01-07 14:52:02|
3043|6000066|523|1|2026-01-07|2026-01-14 11:19:02|
1647|6004513|240|5|2026-01-05|2026-01-16 17:32:07|
3577|6300060|521|1|2025-12-29|2026-01-23 16:53:01|
3471|6400082|160|1|2026-01-06|2026-01-08 15:45:03|
3471|6400094|160|2|2026-01-15|2026-01-15 08:44:02|
3471|6400166|160|2|2026-01-07|2026-01-07 14:52:01|
1614|6000077|160|1|2026-01-16|2026-01-20 11:17:03|
1925|6100103|160|1|2026-01-12|2026-01-22 18:55:02|
3471|6400083|160|2|2026-01-08|2026-01-08 17:14:05|
3577|6300039|521|2|2026-01-15|2026-01-15 13:54:01|
1925|6000033|160|2|2026-01-22|2026-01-22 13:59:03|
3043|6000065|523|1|2026-01-06|2026-01-07 16:39:01|
1614|6000512|160|1|2026-01-21|2026-01-23 19:24:02|
3471|6400012|160|1|2026-01-06|2026-01-08 16:38:09|
3577|6300024|521|1|2025-12-29|2026-01-05 19:02:01|
1925|6000032|160|1|2026-01-16|2026-01-22 13:59:01|
3471|6400077|160|1|2026-01-06|2026-01-08 16:17:04|
3471|6400199|160|1|2026-01-21|2026-01-28 23:26:00|
3178|6000944|160|2|2026-01-23|2026-01-23 16:25:03|
3471|6400194|160|2|2026-01-28|2026-01-28 23:25:02|
3471|6400052|160|2|2026-01-08|2026-01-08 10:23:02|
1905|6006286|160|2|2026-01-15|2026-01-15 18:02:18|
3471|6400232|160|2|2026-01-28|2026-01-28 15:10:03|
1614|6000078|160|2|2026-01-20|2026-01-20 11:17:04|
1925|6100031|160|1|2026-01-16|2026-01-24 12:10:07|
3471|6400154|160|2|2026-01-08|2026-01-08 17:22:05|
1614|6000076|160|1|2026-01-16|2026-01-20 11:17:03|
3471|6400381|160|1|2026-01-21|2026-01-30 09:49:05|
3471|6400027|160|2|2026-01-02|2026-01-02 13:47:02|
3471|6400007|160|1|2026-01-06|2026-01-08 14:48:02|
3178|6000314|160|2|2026-01-15|2026-01-15 18:27:04|
3178|6000846|160|2|2026-01-24|2026-01-24 12:17:03|
3471|6400240|160|1|2026-01-20|2026-01-26 09:17:02|
1925|6100107|160|1|2026-01-12|2026-01-22 19:00:05|
1925|6000112|160|2|2026-01-29|2026-01-29 11:24:02|
3178|6000234|160|2|2026-01-15|2026-01-15 22:14:01|
3178|6000737|160|1|2026-01-16|2026-01-22 11:22:02|
3471|6400072|160|1|2026-01-08|2026-01-09 18:35:07|
3577|6300138|521|2|2026-01-28|2026-01-28 14:48:01|
3471|6400198|160|1|2026-01-21|2026-01-28 23:25:03|
3178|6000155|160|1|2025-12-29|2026-01-08 16:36:04|
1614|6000083|160|2|2026-01-20|2026-01-20 11:18:02|
3471|6400106|160|1|2025-12-29|2026-01-05 12:14:04|
3471|6400212|160|1|2026-01-16|2026-01-17 11:17:04|
3577|6300041|521|1|2026-01-02|2026-01-19 18:30:01|
3471|6400234|160|2|2026-01-22|2026-01-22 15:22:02|
1925|6100040|160|2|2026-01-24|2026-01-24 12:58:04|
3471|6400252|160|2|2026-01-28|2026-01-28 14:24:04|
1925|6000117|160|2|2026-01-29|2026-01-29 11:23:03|
3471|6400099|160|2|2026-01-15|2026-01-15 09:13:01|
1925|6100022|160|2|2026-01-22|2026-01-22 16:58:03|
1614|6000516|160|2|2026-01-28|2026-01-28 13:35:03|
1925|6100034|160|1|2026-01-16|2026-01-24 12:24:04|
1925|6100106|160|1|2026-01-12|2026-01-22 18:58:04|
1925|6000112|160|1|2026-01-21|2026-01-29 11:24:02|
1614|6000086|160|2|2026-01-20|2026-01-20 11:18:04|
3577|6300088|521|1|2026-01-14|2026-01-21 17:18:01|
3471|6400211|160|1|2026-01-16|2026-01-17 11:17:03|
1614|6000518|160|1|2026-01-21|2026-01-28 13:35:05|
3471|6400102|160|2|2026-01-14|2026-01-14 11:08:04|
3897|6600731|240|2|2026-01-23|2026-01-23 09:20:03|
3178|6000240|160|2|2026-01-15|2026-01-15 18:27:05|
3471|6400123|160|2|2026-01-05|2026-01-05 12:14:03|
1925|6100109|160|1|2026-01-12|2026-01-22 19:03:01|
3178|6000152|160|1|2025-12-29|2026-01-08 18:28:08|
1614|6000090|160|1|2026-01-16|2026-01-19 17:38:06|
3577|6300132|521|2|2026-01-28|2026-01-28 14:57:02|
3577|6300042|521|1|2025-12-29|2026-01-23 16:53:01|
3577|6300091|521|2|2026-01-19|2026-01-19 18:47:01|
3471|6400249|160|2|2026-01-28|2026-01-28 14:24:02|
3577|6300087|521|2|2026-01-20|2026-01-20 13:29:02|
3471|6400365|160|1|2026-01-21|2026-01-28 13:12:01|
1925|6100105|160|1|2026-01-12|2026-01-22 18:57:02|
3178|6000944|160|1|2026-01-16|2026-01-23 16:25:03|
1925|6100026|160|1|2026-01-12|2026-01-22 11:33:02|
3577|6300041|521|2|2026-01-19|2026-01-19 18:30:01|
3178|6000918|160|2|2026-01-23|2026-01-23 13:04:02|
3471|6400026|160|2|2026-01-02|2026-01-02 17:51:03|
3577|6300031|521|2|2026-01-09|2026-01-09 11:36:01|
3471|6400213|160|1|2026-01-16|2026-01-20 16:17:03|
3471|6400016|160|1|2026-01-06|2026-01-08 11:16:04|
1614|6000516|160|1|2026-01-21|2026-01-28 13:35:03|
3471|6400070|160|2|2026-01-09|2026-01-09 09:46:02|
3471|6400080|160|1|2026-01-06|2026-01-08 16:17:05|
3471|6400103|160|2|2026-01-14|2026-01-14 11:40:04|
1614|6000727|160|2|2026-01-20|2026-01-20 18:31:03|
3043|6600096|523|2|2026-01-19|2026-01-19 18:33:01|
3471|6400104|160|2|2026-01-05|2026-01-05 12:14:03|
3471|6400008|160|1|2026-01-06|2026-01-08 15:45:04|
1925|6000046|160|2|2026-01-22|2026-01-22 14:05:03|
3471|6400233|160|2|2026-01-28|2026-01-28 15:10:03|
3471|6400017|160|1|2026-01-06|2026-01-08 11:16:03|
1614|6000509|160|2|2026-01-28|2026-01-28 13:34:03|
3043|6000115|523|2|2026-01-21|2026-01-21 12:11:01|
1614|6000071|160|1|2026-01-06|2026-01-07 20:03:02|
3577|6300024|521|2|2026-01-05|2026-01-05 19:02:01|
1614|6000508|160|2|2026-01-28|2026-01-28 13:34:05|
3577|6300125|521|1|2026-01-16|2026-01-27 11:03:00|
3471|6400018|160|2|2026-01-02|2026-01-02 19:08:01|
3178|6000865|160|1|2026-01-16|2026-01-22 17:22:03|
3577|6300120|521|1|2026-01-15|2026-01-26 14:38:00|
3178|6000147|160|2|2026-01-08|2026-01-08 16:23:03|
1614|6000512|160|2|2026-01-23|2026-01-23 19:24:02|
3178|6000535|160|1|2026-01-06|2026-01-19 13:00:04|
3471|6400248|160|2|2026-01-26|2026-01-26 09:32:03|
3577|6300042|521|2|2026-01-23|2026-01-23 16:53:01|
3471|6400176|160|2|2026-01-16|2026-01-16 10:44:01|
1925|6100104|160|2|2026-01-22|2026-01-22 18:56:01|
3471|6400019|160|2|2026-01-02|2026-01-02 19:08:02|
3178|6000232|160|1|2026-01-06|2026-01-15 22:15:01|
1925|6100610|160|1|2026-01-12|2026-01-22 19:04:01|
1614|6000070|160|1|2026-01-06|2026-01-07 20:03:02|
3471|6400073|160|1|2026-01-06|2026-01-09 16:38:04|
3471|6400147|160|1|2025-12-29|2026-01-03 00:54:02|
1925|6000030|160|1|2026-01-16|2026-01-22 13:59:02|
3178|6000846|160|1|2026-01-16|2026-01-24 12:17:03|
3471|6400158|160|2|2026-01-08|2026-01-08 17:22:06|
1925|6000029|160|1|2026-01-16|2026-01-22 14:00:07|
3471|6400105|160|1|2025-12-29|2026-01-05 14:54:04|
1614|6000089|160|2|2026-01-19|2026-01-19 17:38:04|
1614|6000077|160|2|2026-01-20|2026-01-20 11:17:03|
3178|6000156|160|2|2026-01-08|2026-01-08 18:45:03|
3178|6000561|160|1|2026-01-16|2026-01-22 17:22:04|
1647|6004627|240|5|2026-01-19|2026-01-30 19:58:02|
3178|6000314|160|1|2026-01-06|2026-01-15 18:27:04|
3471|6400239|160|1|2026-01-20|2026-01-22 09:57:02|
3178|6000534|160|2|2026-01-15|2026-01-15 16:40:06|
3471|6400180|160|1|2026-01-14|2026-01-16 10:11:02|
3471|6400448|160|2|2025-12-31|2026-01-31 10:44:02|
3471|6400271|160|1|2026-01-21|2026-01-30 20:26:01|
3471|6400052|160|1|2026-01-05|2026-01-08 10:23:02|
3471|6400200|160|1|2026-01-21|2026-01-28 23:25:01|
1925|6100027|160|1|2026-01-12|2026-01-22 11:36:01|
1925|6100026|160|2|2026-01-22|2026-01-22 11:33:02|
3471|6400156|160|1|2026-01-06|2026-01-08 17:21:04|
1925|6100023|160|1|2026-01-12|2026-01-22 11:56:01|
3577|6300069|521|2|2026-01-15|2026-01-15 13:55:01|
3043|6000116|523|1|2026-01-08|2026-01-15 16:13:01|
3471|6400072|160|2|2026-01-09|2026-01-09 18:35:07|
3178|6000738|160|2|2026-01-22|2026-01-22 11:22:03|
1925|6610024|160|2|2026-01-22|2026-01-22 11:29:02|
1925|6100022|160|1|2026-01-12|2026-01-22 16:58:03|
1925|6700024|160|2|2025-12-24|2026-01-13 10:50:03|
3897|6600501|240|2|2025-12-31|2026-01-15 14:30:04|
3471|6400130|160|2|2026-01-02|2026-01-02 13:02:01|
3043|6600094|523|2|2026-01-19|2026-01-19 18:27:01|
3178|6000953|160|1|2026-01-16|2026-01-24 13:42:01|
1925|6000116|160|1|2026-01-21|2026-01-29 11:23:02|
3471|6400209|160|1|2026-01-16|2026-01-17 11:17:02|
3471|6400083|160|1|2026-01-06|2026-01-08 17:14:05|
3471|6400197|160|2|2026-01-28|2026-01-28 23:24:02|
3178|6000520|160|1|2026-01-06|2026-01-13 22:28:01|
3471|6400103|160|1|2026-01-12|2026-01-14 11:40:04|
3471|6400324|160|1|2026-01-21|2026-01-30 10:05:05|
3043|6600094|523|5|2026-01-12|2026-01-19 18:27:01|
3178|6000149|160|1|2025-12-29|2026-01-08 17:32:04|
1614|6000091|160|2|2026-01-19|2026-01-19 17:38:04|
3178|6000971|160|1|2026-01-16|2026-01-24 12:02:13|
3471|6400067|160|2|2026-01-09|2026-01-09 09:45:04|
3471|6400060|160|2|2026-01-08|2026-01-08 15:16:01|
3178|6000943|160|2|2026-01-23|2026-01-23 16:25:03|
3471|6400020|160|2|2026-01-02|2026-01-02 19:42:02|
3178|6000871|160|1|2026-01-16|2026-01-22 14:02:03|
3471|6400124|160|1|2026-01-16|2026-01-19 15:06:02|
3471|6400047|160|1|2026-01-05|2026-01-07 16:06:03|
3178|6000518|160|2|2026-01-13|2026-01-13 22:28:02|
3471|6400029|160|1|2025-12-29|2026-01-02 16:54:02|
1614|6000084|160|1|2026-01-16|2026-01-20 11:18:03|
1925|6000120|160|1|2026-01-21|2026-01-29 11:23:04|
1925|6000041|160|2|2026-01-22|2026-01-22 14:06:02|
3471|6400104|160|1|2025-12-29|2026-01-05 12:14:03|
3577|6300040|521|1|2026-01-02|2026-01-07 11:44:01|
3178|6000148|160|1|2025-12-29|2026-01-08 17:08:02|
3471|6400153|160|1|2025-12-29|2026-01-05 12:13:02|
3471|6400162|160|1|2026-01-24|2026-01-28 14:30:03|
3471|6400207|160|2|2026-01-17|2026-01-17 11:39:02|
3178|6000847|160|1|2026-01-16|2026-01-24 12:17:03|
3471|6400081|160|1|2026-01-06|2026-01-08 15:44:02|
3577|6300038|521|2|2026-01-07|2026-01-07 11:44:02|
3577|6300087|521|1|2026-01-13|2026-01-20 13:29:02|
3471|6400061|160|2|2026-01-09|2026-01-09 16:01:03|
3471|6400198|160|2|2026-01-28|2026-01-28 23:25:03|
3471|6400098|160|1|2026-01-12|2026-01-15 09:13:02|
3577|6300031|521|1|2025-12-29|2026-01-09 11:36:01|
3471|6400154|160|1|2026-01-06|2026-01-08 17:22:05|
3471|6400255|160|2|2026-01-28|2026-01-28 14:24:04|
3471|6400217|160|2|2026-01-19|2026-01-19 18:01:03|
3471|6400248|160|1|2026-01-21|2026-01-26 09:32:03|
1925|6000049|160|2|2026-01-22|2026-01-22 14:05:05|
3471|6400324|160|2|2026-01-30|2026-01-30 10:05:05|
3471|6400166|160|1|2026-01-01|2026-01-07 14:52:01|
3471|6400235|160|1|2026-01-20|2026-01-22 15:23:03|
3471|6400095|160|2|2026-01-15|2026-01-15 08:44:01|
3178|6000153|160|2|2026-01-08|2026-01-08 16:05:03|
3471|6400175|160|1|2026-01-14|2026-01-16 10:44:02|
3471|6400006|160|1|2026-01-06|2026-01-08 14:49:01|
1614|6000088|160|1|2026-01-16|2026-01-19 17:37:05|
3471|6000246|160|1|2026-01-21|2026-01-28 12:50:05|
3178|6000516|160|2|2026-01-13|2026-01-13 21:54:01|
3471|6400003|160|2|2026-01-08|2026-01-08 15:17:01|
1614|6000510|160|1|2026-01-21|2026-01-28 13:34:06|
3471|6400067|160|1|2026-01-06|2026-01-09 09:45:04|
3043|6600188|520|5|2026-01-21|2026-01-31 13:50:02|
1614|6000073|160|2|2026-01-08|2026-01-08 09:59:00|
1925|6100025|160|2|2026-01-22|2026-01-22 11:32:02|
3471|6400164|160|2|2026-01-05|2026-01-05 12:38:08|
1614|6000507|160|1|2026-01-21|2026-01-28 13:34:02|
3471|6400087|160|2|2026-01-08|2026-01-08 15:45:02|
1925|6000048|160|1|2026-01-18|2026-01-22 14:05:03|
3471|6400216|160|1|2026-01-16|2026-01-20 12:39:01|
3471|6400250|160|1|2026-01-21|2026-01-28 14:24:03|
1925|6000044|160|2|2026-01-22|2026-01-22 14:06:01|
3471|6400014|160|1|2026-01-06|2026-01-09 18:05:09|
3471|6400010|160|2|2026-01-08|2026-01-08 11:27:03|
1614|6000087|160|2|2026-01-19|2026-01-19 17:37:01|
1925|6100034|160|2|2026-01-24|2026-01-24 12:24:04|
3178|6000516|160|1|2026-01-06|2026-01-13 21:54:01|
3178|6000238|160|2|2026-01-15|2026-01-15 18:27:05|
3471|6400080|160|2|2026-01-08|2026-01-08 16:17:05|
3471|6400077|160|2|2026-01-08|2026-01-08 16:17:04|
3178|6000520|160|2|2026-01-13|2026-01-13 22:28:01|
1614|6000072|160|2|2026-01-07|2026-01-07 20:04:00|
1614|6000514|160|2|2026-01-28|2026-01-28 13:34:06|
1925|6000110|160|2|2026-01-29|2026-01-29 11:24:01|
1925|6000119|160|1|2026-01-21|2026-01-29 11:46:00|
3471|6400100|160|1|2026-01-12|2026-01-15 09:26:01|
1614|6000518|160|2|2026-01-28|2026-01-28 13:35:05|
1925|6000042|160|2|2026-01-22|2026-01-22 14:06:02|
3471|6400184|160|1|2026-01-01|2026-01-07 15:07:03|
1614|6000075|160|2|2026-01-20|2026-01-20 11:17:02|
1925|6000115|160|2|2026-01-29|2026-01-29 11:23:04|
3178|6000233|160|2|2026-01-15|2026-01-15 20:38:02|
3043|6000115|523|1|2026-01-06|2026-01-21 12:11:01|
3897|6600372|240|1|2025-12-31|2026-01-12 12:16:02|
3471|6400253|160|1|2026-01-21|2026-01-22 17:27:05|
3178|6000151|160|2|2026-01-08|2026-01-08 16:05:02|
3471|6400053|160|1|2026-01-05|2026-01-08 10:23:01|
3471|6400199|160|2|2026-01-28|2026-01-28 23:26:00|
1925|6100039|160|1|2026-01-16|2026-01-24 12:36:03|
3577|6300086|521|2|2026-01-19|2026-01-19 18:47:00|
1925|6000109|160|2|2026-01-29|2026-01-29 11:24:04|
3471|6400380|160|1|2026-01-21|2026-01-30 09:49:04|
3471|6400146|160|1|2025-12-29|2026-01-03 00:54:01|
3178|6000515|160|1|2026-01-06|2026-01-13 21:53:00|
1614|6000090|160|2|2026-01-19|2026-01-19 17:38:06|
3577|6300023|521|2|2026-01-06|2026-01-06 10:23:01|
3471|6400046|160|1|2026-01-05|2026-01-07 16:06:03|
3471|6400364|160|2|2026-01-28|2026-01-28 13:12:02|
3471|6400050|160|1|2026-01-05|2026-01-07 17:58:03|
3471|6400160|160|2|2025-12-31|2026-01-03 12:28:01|
1925|6000029|160|2|2026-01-22|2026-01-22 14:00:07|
1614|6000089|160|1|2026-01-16|2026-01-19 17:38:04|
1925|6000028|160|1|2026-01-16|2026-01-22 14:00:05|
3043|6600119|520|5|2026-01-13|2026-01-19 18:46:03|
